CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000002632CCPF;01/09/2022;1;0,225;R
ES0000000000002632CCPF;01/09/2022;2;0,191;R
ES0000000000002632CCPF;01/09/2022;3;0,176;R
ES0000000000002632CCPF;01/09/2022;4;0,222;R
ES0000000000002632CCPF;01/09/2022;5;0,192;R
ES0000000000002632CCPF;01/09/2022;6;0,174;R
ES0000000000002632CCPF;01/09/2022;7;0,221;R
ES0000000000002632CCPF;01/09/2022;8;0,193;R
ES0000000000002632CCPF;01/09/2022;9;0,223;R
ES0000000000002632CCPF;01/09/2022;10;0,773;R
ES0000000000002632CCPF;01/09/2022;11;0,86;R
ES0000000000002632CCPF;01/09/2022;12;0,726;R
ES0000000000002632CCPF;01/09/2022;13;0,765;R
ES0000000000002632CCPF;01/09/2022;14;0,746;R
ES0000000000002632CCPF;01/09/2022;15;0,763;R
ES0000000000002632CCPF;01/09/2022;16;0,841;R
ES0000000000002632CCPF;01/09/2022;17;0,879;R
ES0000000000002632CCPF;01/09/2022;18;0,849;R
ES0000000000002632CCPF;01/09/2022;19;0,836;R
ES0000000000002632CCPF;01/09/2022;20;0,71;R
ES0000000000002632CCPF;01/09/2022;21;0,456;R
ES0000000000002632CCPF;01/09/2022;22;0,239;R
ES0000000000002632CCPF;01/09/2022;23;0,175;R
ES0000000000002632CCPF;02/09/2022;0;0,177;R
ES0000000000002632CCPF;02/09/2022;1;0,239;R
ES0000000000002632CCPF;02/09/2022;2;0,177;R
ES0000000000002632CCPF;02/09/2022;3;0,174;R
ES0000000000002632CCPF;02/09/2022;4;0,237;R
ES0000000000002632CCPF;02/09/2022;5;0,178;R
ES0000000000002632CCPF;02/09/2022;6;0,173;R
ES0000000000002632CCPF;02/09/2022;7;0,231;R
ES0000000000002632CCPF;02/09/2022;8;0,183;R
ES0000000000002632CCPF;02/09/2022;9;0,179;R
ES0000000000002632CCPF;02/09/2022;10;0,812;R
ES0000000000002632CCPF;02/09/2022;11;0,916;R
ES0000000000002632CCPF;02/09/2022;12;0,929;R
ES0000000000002632CCPF;02/09/2022;13;0,933;R
ES0000000000002632CCPF;02/09/2022;14;0,973;R
ES0000000000002632CCPF;02/09/2022;15;0,862;R
ES0000000000002632CCPF;02/09/2022;16;0,841;R
ES0000000000002632CCPF;02/09/2022;17;0,933;R
ES0000000000002632CCPF;02/09/2022;18;0,81;R
ES0000000000002632CCPF;02/09/2022;19;0,808;R
ES0000000000002632CCPF;02/09/2022;20;0,898;R
ES0000000000002632CCPF;02/09/2022;21;0,754;R
ES0000000000002632CCPF;02/09/2022;22;0,757;R
ES0000000000002632CCPF;02/09/2022;23;0,731;R
ES0000000000002632CCPF;03/09/2022;0;0,595;R
ES0000000000002632CCPF;03/09/2022;1;0,52;R
ES0000000000002632CCPF;03/09/2022;2;0,489;R
ES0000000000002632CCPF;03/09/2022;3;0,195;R
ES0000000000002632CCPF;03/09/2022;4;0,193;R
ES0000000000002632CCPF;03/09/2022;5;0,251;R
ES0000000000002632CCPF;03/09/2022;6;0,186;R
ES0000000000002632CCPF;03/09/2022;7;0,185;R
ES0000000000002632CCPF;03/09/2022;8;0,246;R
ES0000000000002632CCPF;03/09/2022;9;0,186;R
ES0000000000002632CCPF;03/09/2022;10;0,183;R
ES0000000000002632CCPF;03/09/2022;11;0,247;R
ES0000000000002632CCPF;03/09/2022;12;0,682;R
ES0000000000002632CCPF;03/09/2022;13;0,655;R
ES0000000000002632CCPF;03/09/2022;14;0,659;R
ES0000000000002632CCPF;03/09/2022;15;0,188;R
ES0000000000002632CCPF;03/09/2022;16;0,21;R
ES0000000000002632CCPF;03/09/2022;17;0,189;R
ES0000000000002632CCPF;03/09/2022;18;0,174;R
ES0000000000002632CCPF;03/09/2022;19;0,224;R
ES0000000000002632CCPF;03/09/2022;20;0,187;R
ES0000000000002632CCPF;03/09/2022;21;0,173;R
ES0000000000002632CCPF;03/09/2022;22;0,218;R
