CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000000796CCPF;01/09/2022;1;0,104;R
ES0000000000000796CCPF;01/09/2022;2;0,095;R
ES0000000000000796CCPF;01/09/2022;3;0,1;R
ES0000000000000796CCPF;01/09/2022;4;0,109;R
ES0000000000000796CCPF;01/09/2022;5;0,106;R
ES0000000000000796CCPF;01/09/2022;6;0,104;R
ES0000000000000796CCPF;01/09/2022;7;0,09;R
ES0000000000000796CCPF;01/09/2022;8;0,095;R
ES0000000000000796CCPF;01/09/2022;9;0,218;R
ES0000000000000796CCPF;01/09/2022;10;0,152;R
ES0000000000000796CCPF;01/09/2022;11;0,185;R
ES0000000000000796CCPF;01/09/2022;12;0,167;R
ES0000000000000796CCPF;01/09/2022;13;0,168;R
ES0000000000000796CCPF;01/09/2022;14;0,165;R
ES0000000000000796CCPF;01/09/2022;15;0,392;R
ES0000000000000796CCPF;01/09/2022;16;0,205;R
ES0000000000000796CCPF;01/09/2022;17;0,175;R
ES0000000000000796CCPF;01/09/2022;18;0,172;R
ES0000000000000796CCPF;01/09/2022;19;0,228;R
ES0000000000000796CCPF;01/09/2022;20;0,221;R
ES0000000000000796CCPF;01/09/2022;21;0,545;R
ES0000000000000796CCPF;01/09/2022;22;0,469;R
ES0000000000000796CCPF;01/09/2022;23;0,38;R
ES0000000000000796CCPF;02/09/2022;0;0,27;R
ES0000000000000796CCPF;02/09/2022;1;0,434;R
ES0000000000000796CCPF;02/09/2022;2;0,519;R
ES0000000000000796CCPF;02/09/2022;3;0,105;R
ES0000000000000796CCPF;02/09/2022;4;0,104;R
ES0000000000000796CCPF;02/09/2022;5;0,103;R
ES0000000000000796CCPF;02/09/2022;6;0,1;R
ES0000000000000796CCPF;02/09/2022;7;0,105;R
ES0000000000000796CCPF;02/09/2022;8;0,088;R
ES0000000000000796CCPF;02/09/2022;9;0,133;R
ES0000000000000796CCPF;02/09/2022;10;0,141;R
ES0000000000000796CCPF;02/09/2022;11;0,137;R
ES0000000000000796CCPF;02/09/2022;12;0,137;R
ES0000000000000796CCPF;02/09/2022;13;0,138;R
