CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000003370CCPF;01/09/2022;1;0,177;R
ES0000000000003370CCPF;01/09/2022;2;0,045;R
ES0000000000003370CCPF;01/09/2022;3;0,041;R
ES0000000000003370CCPF;01/09/2022;4;0,042;R
ES0000000000003370CCPF;01/09/2022;5;0,042;R
ES0000000000003370CCPF;01/09/2022;6;0,043;R
ES0000000000003370CCPF;01/09/2022;7;0,042;R
ES0000000000003370CCPF;01/09/2022;8;0,044;R
ES0000000000003370CCPF;01/09/2022;9;0,157;R
ES0000000000003370CCPF;01/09/2022;10;0,174;R
ES0000000000003370CCPF;01/09/2022;11;0,093;R
ES0000000000003370CCPF;01/09/2022;12;0,129;R
ES0000000000003370CCPF;01/09/2022;13;0,154;R
ES0000000000003370CCPF;01/09/2022;14;0,114;R
ES0000000000003370CCPF;01/09/2022;15;0,138;R
ES0000000000003370CCPF;01/09/2022;16;0,406;R
ES0000000000003370CCPF;01/09/2022;17;0,51;R
ES0000000000003370CCPF;01/09/2022;18;1,188;R
ES0000000000003370CCPF;01/09/2022;19;1,113;R
ES0000000000003370CCPF;01/09/2022;20;0,736;R
ES0000000000003370CCPF;01/09/2022;21;0,406;R
ES0000000000003370CCPF;01/09/2022;22;0,444;R
ES0000000000003370CCPF;01/09/2022;23;0,197;R
ES0000000000003370CCPF;02/09/2022;0;0,264;R
ES0000000000003370CCPF;02/09/2022;1;0,189;R
ES0000000000003370CCPF;02/09/2022;2;0,141;R
ES0000000000003370CCPF;02/09/2022;3;0,048;R
ES0000000000003370CCPF;02/09/2022;4;0,05;R
ES0000000000003370CCPF;02/09/2022;5;0,05;R
ES0000000000003370CCPF;02/09/2022;6;0,05;R
ES0000000000003370CCPF;02/09/2022;7;0,05;R
ES0000000000003370CCPF;02/09/2022;8;0,163;R
ES0000000000003370CCPF;02/09/2022;9;0,123;R
ES0000000000003370CCPF;02/09/2022;10;0,118;R
ES0000000000003370CCPF;02/09/2022;11;0,105;R
ES0000000000003370CCPF;02/09/2022;12;0,154;R
ES0000000000003370CCPF;02/09/2022;13;0,122;R
ES0000000000003370CCPF;02/09/2022;14;0,116;R
ES0000000000003370CCPF;02/09/2022;15;0,342;R
ES0000000000003370CCPF;02/09/2022;16;0,2;R
ES0000000000003370CCPF;02/09/2022;17;0,245;R
ES0000000000003370CCPF;02/09/2022;18;0,192;R
ES0000000000003370CCPF;02/09/2022;19;0,173;R
ES0000000000003370CCPF;02/09/2022;20;0,065;R
ES0000000000003370CCPF;02/09/2022;21;0,076;R
ES0000000000003370CCPF;02/09/2022;22;0,154;R
ES0000000000003370CCPF;02/09/2022;23;0,212;R
ES0000000000003370CCPF;03/09/2022;0;0,188;R
ES0000000000003370CCPF;03/09/2022;1;0,098;R
ES0000000000003370CCPF;03/09/2022;2;0,084;R
ES0000000000003370CCPF;03/09/2022;3;0,053;R
ES0000000000003370CCPF;03/09/2022;4;0,047;R
ES0000000000003370CCPF;03/09/2022;5;0,046;R
ES0000000000003370CCPF;03/09/2022;6;0,046;R
ES0000000000003370CCPF;03/09/2022;7;0,175;R
ES0000000000003370CCPF;03/09/2022;8;0,091;R
ES0000000000003370CCPF;03/09/2022;9;0,09;R
ES0000000000003370CCPF;03/09/2022;10;0,171;R
ES0000000000003370CCPF;03/09/2022;11;0,118;R
ES0000000000003370CCPF;03/09/2022;12;0,108;R
ES0000000000003370CCPF;03/09/2022;13;0,101;R
ES0000000000003370CCPF;03/09/2022;14;0,1;R
ES0000000000003370CCPF;03/09/2022;15;0,231;R
ES0000000000003370CCPF;03/09/2022;16;0,554;R
ES0000000000003370CCPF;03/09/2022;17;0,185;R
ES0000000000003370CCPF;03/09/2022;18;0,201;R
ES0000000000003370CCPF;03/09/2022;19;0,214;R
ES0000000000003370CCPF;03/09/2022;20;0,225;R
ES0000000000003370CCPF;03/09/2022;21;0,117;R
ES0000000000003370CCPF;03/09/2022;22;0,232;R
ES0000000000003370CCPF;03/09/2022;23;0,273;R
ES0000000000003370CCPF;04/09/2022;0;0,228;R
ES0000000000003370CCPF;04/09/2022;1;0,16;R
ES0000000000003370CCPF;04/09/2022;2;0,083;R
ES0000000000003370CCPF;04/09/2022;3;0,04;R
ES0000000000003370CCPF;04/09/2022;4;0,042;R
ES0000000000003370CCPF;04/09/2022;5;0,041;R
ES0000000000003370CCPF;04/09/2022;6;0,042;R
ES0000000000003370CCPF;04/09/2022;7;0,04;R
ES0000000000003370CCPF;04/09/2022;8;0,13;R
ES0000000000003370CCPF;04/09/2022;9;0,063;R
ES0000000000003370CCPF;04/09/2022;10;0,148;R
ES0000000000003370CCPF;04/09/2022;11;0,078;R
ES0000000000003370CCPF;04/09/2022;12;0,074;R
ES0000000000003370CCPF;04/09/2022;13;0,053;R
ES0000000000003370CCPF;04/09/2022;14;0,077;R
ES0000000000003370CCPF;04/09/2022;15;0,519;R
ES0000000000003370CCPF;04/09/2022;16;0,372;R
ES0000000000003370CCPF;04/09/2022;17;0,127;R
ES0000000000003370CCPF;04/09/2022;18;0,173;R
ES0000000000003370CCPF;04/09/2022;19;0,183;R
ES0000000000003370CCPF;04/09/2022;20;0,173;R
ES0000000000003370CCPF;04/09/2022;21;0,159;R
ES0000000000003370CCPF;04/09/2022;22;0,217;R
ES0000000000003370CCPF;04/09/2022;23;0,208;R
ES0000000000003370CCPF;05/09/2022;0;0,278;R
ES0000000000003370CCPF;05/09/2022;1;0,161;R
ES0000000000003370CCPF;05/09/2022;2;0,079;R
ES0000000000003370CCPF;05/09/2022;3;0,042;R
ES0000000000003370CCPF;05/09/2022;4;0,035;R
ES0000000000003370CCPF;05/09/2022;5;0,034;R
ES0000000000003370CCPF;05/09/2022;6;0,037;R
ES0000000000003370CCPF;05/09/2022;7;0,043;R
ES0000000000003370CCPF;05/09/2022;8;0,104;R
ES0000000000003370CCPF;05/09/2022;9;0,187;R
ES0000000000003370CCPF;05/09/2022;10;0,136;R
ES0000000000003370CCPF;05/09/2022;11;0,209;R
ES0000000000003370CCPF;05/09/2022;12;0,126;R
ES0000000000003370CCPF;05/09/2022;13;0,047;R
ES0000000000003370CCPF;05/09/2022;14;0,056;R
ES0000000000003370CCPF;05/09/2022;15;0,073;R
ES0000000000003370CCPF;05/09/2022;16;0,54;R
ES0000000000003370CCPF;05/09/2022;17;0,094;R
ES0000000000003370CCPF;05/09/2022;18;0,148;R
ES0000000000003370CCPF;05/09/2022;19;0,095;R
ES0000000000003370CCPF;05/09/2022;20;0,091;R
ES0000000000003370CCPF;05/09/2022;21;0,053;R
ES0000000000003370CCPF;05/09/2022;22;0,173;R
ES0000000000003370CCPF;05/09/2022;23;0,217;R
ES0000000000003370CCPF;06/09/2022;0;0,315;R
ES0000000000003370CCPF;06/09/2022;1;0,199;R
ES0000000000003370CCPF;06/09/2022;2;0,08;R
ES0000000000003370CCPF;06/09/2022;3;0,048;R
ES0000000000003370CCPF;06/09/2022;4;0,044;R
ES0000000000003370CCPF;06/09/2022;5;0,041;R
ES0000000000003370CCPF;06/09/2022;6;0,038;R
ES0000000000003370CCPF;06/09/2022;7;0,154;R
ES0000000000003370CCPF;06/09/2022;8;0,084;R
ES0000000000003370CCPF;06/09/2022;9;0,166;R
ES0000000000003370CCPF;06/09/2022;10;0,102;R
ES0000000000003370CCPF;06/09/2022;11;0,068;R
ES0000000000003370CCPF;06/09/2022;12;0,321;R
ES0000000000003370CCPF;06/09/2022;13;0,419;R
