CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000005203CCPF;01/09/22;1;0,387;R
ES0000000000005203CCPF;01/09/22;2;1,486;R
ES0000000000005203CCPF;01/09/22;3;0,525;R
ES0000000000005203CCPF;01/09/22;4;0,076;R
ES0000000000005203CCPF;01/09/22;5;0,058;R
ES0000000000005203CCPF;01/09/22;6;0,06;R
ES0000000000005203CCPF;01/09/22;7;0,121;R
ES0000000000005203CCPF;01/09/22;8;0,901;R
ES0000000000005203CCPF;01/09/22;9;0,072;R
ES0000000000005203CCPF;01/09/22;10;0,05;R
ES0000000000005203CCPF;01/09/22;11;0,07;R
ES0000000000005203CCPF;01/09/22;12;0,166;R
ES0000000000005203CCPF;01/09/22;13;0,203;R
ES0000000000005203CCPF;01/09/22;14;0,152;R
ES0000000000005203CCPF;01/09/22;15;0,102;R
ES0000000000005203CCPF;01/09/22;16;0,121;R
ES0000000000005203CCPF;01/09/22;17;0,11;R
ES0000000000005203CCPF;01/09/22;18;0,075;R
ES0000000000005203CCPF;01/09/22;19;0,077;R
ES0000000000005203CCPF;01/09/22;20;0,077;R
ES0000000000005203CCPF;01/09/22;21;0,129;R
ES0000000000005203CCPF;01/09/22;22;0,23;R
ES0000000000005203CCPF;01/09/22;23;0,344;R
ES0000000000005203CCPF;02/09/22;0;0,181;R
ES0000000000005203CCPF;02/09/22;1;0,219;R
ES0000000000005203CCPF;02/09/22;2;0,158;R
ES0000000000005203CCPF;02/09/22;3;0,061;R
ES0000000000005203CCPF;02/09/22;4;0,073;R
ES0000000000005203CCPF;02/09/22;5;0,066;R
ES0000000000005203CCPF;02/09/22;6;0,052;R
ES0000000000005203CCPF;02/09/22;7;0,095;R
ES0000000000005203CCPF;02/09/22;8;0,057;R
ES0000000000005203CCPF;02/09/22;9;0,053;R
ES0000000000005203CCPF;02/09/22;10;0,084;R
ES0000000000005203CCPF;02/09/22;11;0,098;R
ES0000000000005203CCPF;02/09/22;12;0,08;R
ES0000000000005203CCPF;02/09/22;13;0,101;R
ES0000000000005203CCPF;02/09/22;14;0,081;R
ES0000000000005203CCPF;02/09/22;15;0,091;R
ES0000000000005203CCPF;02/09/22;16;0,275;R
ES0000000000005203CCPF;02/09/22;17;0,163;R
ES0000000000005203CCPF;02/09/22;18;0,181;R
ES0000000000005203CCPF;02/09/22;19;0,119;R
ES0000000000005203CCPF;02/09/22;20;0,071;R
ES0000000000005203CCPF;02/09/22;21;0,053;R
ES0000000000005203CCPF;02/09/22;22;0,066;R
ES0000000000005203CCPF;02/09/22;23;0,064;R
ES0000000000005203CCPF;03/09/22;0;0,048;R
ES0000000000005203CCPF;03/09/22;1;0,075;R
ES0000000000005203CCPF;03/09/22;2;0,114;R
ES0000000000005203CCPF;03/09/22;3;0,07;R
ES0000000000005203CCPF;03/09/22;4;0,052;R
ES0000000000005203CCPF;03/09/22;5;0,062;R
ES0000000000005203CCPF;03/09/22;6;0,066;R
ES0000000000005203CCPF;03/09/22;7;0,049;R
ES0000000000005203CCPF;03/09/22;8;0,065;R
ES0000000000005203CCPF;03/09/22;9;0,057;R
ES0000000000005203CCPF;03/09/22;10;0,047;R
ES0000000000005203CCPF;03/09/22;11;0,069;R
ES0000000000005203CCPF;03/09/22;12;0,047;R
ES0000000000005203CCPF;03/09/22;13;0,058;R
ES0000000000005203CCPF;03/09/22;14;0,058;R
ES0000000000005203CCPF;03/09/22;15;0,046;R
ES0000000000005203CCPF;03/09/22;16;0,068;R
ES0000000000005203CCPF;03/09/22;17;0,046;R
ES0000000000005203CCPF;03/09/22;18;0,058;R
ES0000000000005203CCPF;03/09/22;19;0,058;R
ES0000000000005203CCPF;03/09/22;20;0,046;R
ES0000000000005203CCPF;03/09/22;21;0,069;R
ES0000000000005203CCPF;03/09/22;22;0,046;R
ES0000000000005203CCPF;03/09/22;23;0,056;R
ES0000000000005203CCPF;04/09/22;0;0,058;R
ES0000000000005203CCPF;04/09/22;1;0,046;R
ES0000000000005203CCPF;04/09/22;2;0,069;R
ES0000000000005203CCPF;04/09/22;3;0,048;R
ES0000000000005203CCPF;04/09/22;4;0,057;R
ES0000000000005203CCPF;04/09/22;5;0,062;R
ES0000000000005203CCPF;04/09/22;6;0,047;R
ES0000000000005203CCPF;04/09/22;7;0,069;R
ES0000000000005203CCPF;04/09/22;8;0,049;R
ES0000000000005203CCPF;04/09/22;9;0,056;R
ES0000000000005203CCPF;04/09/22;10;0,059;R
ES0000000000005203CCPF;04/09/22;11;0,044;R
ES0000000000005203CCPF;04/09/22;12;0,066;R
ES0000000000005203CCPF;04/09/22;13;0,102;R
ES0000000000005203CCPF;04/09/22;14;0,071;R
ES0000000000005203CCPF;04/09/22;15;0,067;R
ES0000000000005203CCPF;04/09/22;16;0,047;R
ES0000000000005203CCPF;04/09/22;17;0,062;R
ES0000000000005203CCPF;04/09/22;18;0,054;R
ES0000000000005203CCPF;04/09/22;19;0,05;R
ES0000000000005203CCPF;04/09/22;20;0,065;R
ES0000000000005203CCPF;04/09/22;21;0,045;R
ES0000000000005203CCPF;04/09/22;22;0,06;R
ES0000000000005203CCPF;04/09/22;23;0,179;R
ES0000000000005203CCPF;05/09/22;0;0,181;R
ES0000000000005203CCPF;05/09/22;1;0,132;R
ES0000000000005203CCPF;05/09/22;2;0,125;R
ES0000000000005203CCPF;05/09/22;3;1,146;R
ES0000000000005203CCPF;05/09/22;4;1,466;R
ES0000000000005203CCPF;05/09/22;5;1,065;R
ES0000000000005203CCPF;05/09/22;6;0,079;R
ES0000000000005203CCPF;05/09/22;7;0,209;R
ES0000000000005203CCPF;05/09/22;8;1,872;R
ES0000000000005203CCPF;05/09/22;9;0,194;R
ES0000000000005203CCPF;05/09/22;10;0,219;R
ES0000000000005203CCPF;05/09/22;11;0,154;R
ES0000000000005203CCPF;05/09/22;12;0,111;R
ES0000000000005203CCPF;05/09/22;13;0,081;R
ES0000000000005203CCPF;05/09/22;14;0,101;R
ES0000000000005203CCPF;05/09/22;15;0,081;R
ES0000000000005203CCPF;05/09/22;16;0,21;R
ES0000000000005203CCPF;05/09/22;17;0,245;R
ES0000000000005203CCPF;05/09/22;18;0,2;R
ES0000000000005203CCPF;05/09/22;19;0,213;R
ES0000000000005203CCPF;05/09/22;20;0,208;R
ES0000000000005203CCPF;05/09/22;21;0,239;R
ES0000000000005203CCPF;05/09/22;22;0,628;R
ES0000000000005203CCPF;05/09/22;23;0,13;R
ES0000000000005203CCPF;06/09/22;0;0,129;R
ES0000000000005203CCPF;06/09/22;1;0,118;R
ES0000000000005203CCPF;06/09/22;2;0,094;R
ES0000000000005203CCPF;06/09/22;3;0,077;R
ES0000000000005203CCPF;06/09/22;4;0,123;R
ES0000000000005203CCPF;06/09/22;5;0,063;R
ES0000000000005203CCPF;06/09/22;6;0,051;R
ES0000000000005203CCPF;06/09/22;7;0,117;R
ES0000000000005203CCPF;06/09/22;8;0,108;R
ES0000000000005203CCPF;06/09/22;9;0,062;R
ES0000000000005203CCPF;06/09/22;10;0,161;R
ES0000000000005203CCPF;06/09/22;11;0,173;R
ES0000000000005203CCPF;06/09/22;12;0,179;R
ES0000000000005203CCPF;06/09/22;13;0,183;R
ES0000000000005203CCPF;06/09/22;14;0,197;R
ES0000000000005203CCPF;06/09/22;15;0,192;R
ES0000000000005203CCPF;06/09/22;16;0,309;R
ES0000000000005203CCPF;06/09/22;17;0,159;R
ES0000000000005203CCPF;06/09/22;18;0,11;R
ES0000000000005203CCPF;06/09/22;19;0,079;R
ES0000000000005203CCPF;06/09/22;20;0,057;R
ES0000000000005203CCPF;06/09/22;21;0,069;R
ES0000000000005203CCPF;06/09/22;22;0,187;R
ES0000000000005203CCPF;06/09/22;23;0,239;R
ES0000000000005203CCPF;07/09/22;0;0,189;R
ES0000000000005203CCPF;07/09/22;1;0,175;R
ES0000000000005203CCPF;07/09/22;2;0,123;R
ES0000000000005203CCPF;07/09/22;3;0,046;R
ES0000000000005203CCPF;07/09/22;4;0,118;R
ES0000000000005203CCPF;07/09/22;5;0,078;R
ES0000000000005203CCPF;07/09/22;6;0,07;R
ES0000000000005203CCPF;07/09/22;7;0,056;R
ES0000000000005203CCPF;07/09/22;8;0,388;R
ES0000000000005203CCPF;07/09/22;9;0,172;R
ES0000000000005203CCPF;07/09/22;10;0,17;R
ES0000000000005203CCPF;07/09/22;11;0,094;R
ES0000000000005203CCPF;07/09/22;12;0,117;R
ES0000000000005203CCPF;07/09/22;13;0,228;R
ES0000000000005203CCPF;07/09/22;14;0,237;R
ES0000000000005203CCPF;07/09/22;15;0,319;R
ES0000000000005203CCPF;07/09/22;16;0,648;R
ES0000000000005203CCPF;07/09/22;17;0,357;R
ES0000000000005203CCPF;07/09/22;18;0,151;R
ES0000000000005203CCPF;07/09/22;19;0,136;R
ES0000000000005203CCPF;07/09/22;20;0,115;R
ES0000000000005203CCPF;07/09/22;21;0,189;R
ES0000000000005203CCPF;07/09/22;22;0,643;R
ES0000000000005203CCPF;07/09/22;23;0,229;R
ES0000000000005203CCPF;08/09/22;0;0,194;R
ES0000000000005203CCPF;08/09/22;1;0,276;R
ES0000000000005203CCPF;08/09/22;2;2,078;R
ES0000000000005203CCPF;08/09/22;3;2,047;R
ES0000000000005203CCPF;08/09/22;4;0,636;R
ES0000000000005203CCPF;08/09/22;5;0,05;R
ES0000000000005203CCPF;08/09/22;6;0,07;R
ES0000000000005203CCPF;08/09/22;7;0,102;R
ES0000000000005203CCPF;08/09/22;8;1,367;R
ES0000000000005203CCPF;08/09/22;9;0,093;R
ES0000000000005203CCPF;08/09/22;10;0,055;R
ES0000000000005203CCPF;08/09/22;11;0,067;R
ES0000000000005203CCPF;08/09/22;12;0,151;R
ES0000000000005203CCPF;08/09/22;13;0,2;R
ES0000000000005203CCPF;08/09/22;14;0,202;R
ES0000000000005203CCPF;08/09/22;15;0,187;R
ES0000000000005203CCPF;08/09/22;16;0,541;R
ES0000000000005203CCPF;08/09/22;17;0,192;R
ES0000000000005203CCPF;08/09/22;18;0,166;R
ES0000000000005203CCPF;08/09/22;19;0,134;R
ES0000000000005203CCPF;08/09/22;20;0,063;R
ES0000000000005203CCPF;08/09/22;21;0,07;R
ES0000000000005203CCPF;08/09/22;22;0,046;R
ES0000000000005203CCPF;08/09/22;23;0,147;R
ES0000000000005203CCPF;09/09/22;0;0,155;R
ES0000000000005203CCPF;09/09/22;1;0,141;R
ES0000000000005203CCPF;09/09/22;2;0,115;R
ES0000000000005203CCPF;09/09/22;3;0,132;R
ES0000000000005203CCPF;09/09/22;4;0,92;R
ES0000000000005203CCPF;09/09/22;5;1,032;R
ES0000000000005203CCPF;09/09/22;6;0,053;R
ES0000000000005203CCPF;09/09/22;7;0,279;R
ES0000000000005203CCPF;09/09/22;8;1,346;R
ES0000000000005203CCPF;09/09/22;9;0,06;R
ES0000000000005203CCPF;09/09/22;10;0,066;R
ES0000000000005203CCPF;09/09/22;11;0,094;R
ES0000000000005203CCPF;09/09/22;12;0,08;R
ES0000000000005203CCPF;09/09/22;13;0,097;R
ES0000000000005203CCPF;09/09/22;14;0,086;R
ES0000000000005203CCPF;09/09/22;15;0,099;R
ES0000000000005203CCPF;09/09/22;16;0,12;R
ES0000000000005203CCPF;09/09/22;17;0,362;R
ES0000000000005203CCPF;09/09/22;18;0,16;R
ES0000000000005203CCPF;09/09/22;19;0,588;R
ES0000000000005203CCPF;09/09/22;20;0,305;R
ES0000000000005203CCPF;09/09/22;21;0,197;R
ES0000000000005203CCPF;09/09/22;22;0,196;R
ES0000000000005203CCPF;09/09/22;23;0,264;R
ES0000000000005203CCPF;10/09/22;0;0,187;R
ES0000000000005203CCPF;10/09/22;1;0,116;R
ES0000000000005203CCPF;10/09/22;2;0,132;R
ES0000000000005203CCPF;10/09/22;3;0,089;R
ES0000000000005203CCPF;10/09/22;4;0,06;R
ES0000000000005203CCPF;10/09/22;5;0,06;R
ES0000000000005203CCPF;10/09/22;6;0,055;R
ES0000000000005203CCPF;10/09/22;7;0,063;R
ES0000000000005203CCPF;10/09/22;8;0,05;R
ES0000000000005203CCPF;10/09/22;9;0,142;R
ES0000000000005203CCPF;10/09/22;10;0,067;R
ES0000000000005203CCPF;10/09/22;11;0,045;R
ES0000000000005203CCPF;10/09/22;12;0,067;R
ES0000000000005203CCPF;10/09/22;13;0,043;R
ES0000000000005203CCPF;10/09/22;14;0,067;R
ES0000000000005203CCPF;10/09/22;15;0,044;R
ES0000000000005203CCPF;10/09/22;16;0,066;R
ES0000000000005203CCPF;10/09/22;17;0,045;R
ES0000000000005203CCPF;10/09/22;18;0,063;R
ES0000000000005203CCPF;10/09/22;19;0,048;R
ES0000000000005203CCPF;10/09/22;20;0,12;R
ES0000000000005203CCPF;10/09/22;21;0,077;R
ES0000000000005203CCPF;10/09/22;22;0,063;R
ES0000000000005203CCPF;10/09/22;23;0,053;R
ES0000000000005203CCPF;11/09/22;0;0,069;R
ES0000000000005203CCPF;11/09/22;1;0,047;R
ES0000000000005203CCPF;11/09/22;2;0,071;R
ES0000000000005203CCPF;11/09/22;3;0,052;R
ES0000000000005203CCPF;11/09/22;4;0,063;R
ES0000000000005203CCPF;11/09/22;5;0,056;R
ES0000000000005203CCPF;11/09/22;6;0,058;R
ES0000000000005203CCPF;11/09/22;7;0,06;R
ES0000000000005203CCPF;11/09/22;8;0,057;R
ES0000000000005203CCPF;11/09/22;9;0,057;R
ES0000000000005203CCPF;11/09/22;10;0,053;R
ES0000000000005203CCPF;11/09/22;11;0,06;R
ES0000000000005203CCPF;11/09/22;12;0,05;R
ES0000000000005203CCPF;11/09/22;13;0,063;R
ES0000000000005203CCPF;11/09/22;14;0,046;R
ES0000000000005203CCPF;11/09/22;15;0,067;R
ES0000000000005203CCPF;11/09/22;16;0,045;R
ES0000000000005203CCPF;11/09/22;17;0,067;R
ES0000000000005203CCPF;11/09/22;18;0,045;R
ES0000000000005203CCPF;11/09/22;19;0,067;R
ES0000000000005203CCPF;11/09/22;20;0,045;R
ES0000000000005203CCPF;11/09/22;21;0,066;R
ES0000000000005203CCPF;11/09/22;22;0,043;R
ES0000000000005203CCPF;11/09/22;23;0,256;R
ES0000000000005203CCPF;12/09/22;0;0,185;R
ES0000000000005203CCPF;12/09/22;1;0,117;R
ES0000000000005203CCPF;12/09/22;2;1,383;R
ES0000000000005203CCPF;12/09/22;3;1,472;R
