CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000004774CCPF;01/09/2022;1;0,103;R
ES0000000000004774CCPF;01/09/2022;2;0,091;R
ES0000000000004774CCPF;01/09/2022;3;0,034;R
ES0000000000004774CCPF;01/09/2022;4;0,042;R
ES0000000000004774CCPF;01/09/2022;5;0,06;R
ES0000000000004774CCPF;01/09/2022;6;0,011;R
ES0000000000004774CCPF;01/09/2022;7;0,07;R
ES0000000000004774CCPF;01/09/2022;8;0,009;R
ES0000000000004774CCPF;01/09/2022;9;0,059;R
ES0000000000004774CCPF;01/09/2022;10;0,155;R
ES0000000000004774CCPF;01/09/2022;11;0,029;R
ES0000000000004774CCPF;01/09/2022;12;0,094;R
ES0000000000004774CCPF;01/09/2022;13;0,032;R
ES0000000000004774CCPF;01/09/2022;14;0,051;R
ES0000000000004774CCPF;01/09/2022;15;0,051;R
ES0000000000004774CCPF;01/09/2022;16;0,019;R
ES0000000000004774CCPF;01/09/2022;17;0,073;R
ES0000000000004774CCPF;01/09/2022;18;0,002;R
ES0000000000004774CCPF;01/09/2022;19;0,071;R
ES0000000000004774CCPF;01/09/2022;20;0,032;R
ES0000000000004774CCPF;01/09/2022;21;0,041;R
ES0000000000004774CCPF;01/09/2022;22;0,057;R
ES0000000000004774CCPF;01/09/2022;23;0,018;R
ES0000000000004774CCPF;02/09/2022;0;0,075;R
ES0000000000004774CCPF;02/09/2022;1;0,041;R
ES0000000000004774CCPF;02/09/2022;2;0,155;R
ES0000000000004774CCPF;02/09/2022;3;0,065;R
ES0000000000004774CCPF;02/09/2022;4;0,039;R
ES0000000000004774CCPF;02/09/2022;5;0,078;R
ES0000000000004774CCPF;02/09/2022;6;0,009;R
ES0000000000004774CCPF;02/09/2022;7;0,069;R
ES0000000000004774CCPF;02/09/2022;8;0,011;R
ES0000000000004774CCPF;02/09/2022;9;0,057;R
ES0000000000004774CCPF;02/09/2022;10;0,059;R
ES0000000000004774CCPF;02/09/2022;11;0,137;R
ES0000000000004774CCPF;02/09/2022;12;0,145;R
ES0000000000004774CCPF;02/09/2022;13;0,134;R
ES0000000000004774CCPF;02/09/2022;14;0,127;R
ES0000000000004774CCPF;02/09/2022;15;0,165;R
ES0000000000004774CCPF;02/09/2022;16;0,119;R
ES0000000000004774CCPF;02/09/2022;17;0,068;R
ES0000000000004774CCPF;02/09/2022;18;0,096;R
ES0000000000004774CCPF;02/09/2022;19;0,032;R
ES0000000000004774CCPF;02/09/2022;20;0,067;R
ES0000000000004774CCPF;02/09/2022;21;0,06;R
ES0000000000004774CCPF;02/09/2022;22;0,105;R
ES0000000000004774CCPF;02/09/2022;23;0,367;R
ES0000000000004774CCPF;03/09/2022;0;0,236;R
ES0000000000004774CCPF;03/09/2022;1;0,083;R
