CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000005844CCPF;01/09/2022;1;0,059;R
ES0000000000005844CCPF;01/09/2022;2;0,081;R
ES0000000000005844CCPF;01/09/2022;3;0,082;R
ES0000000000005844CCPF;01/09/2022;4;0,065;R
ES0000000000005844CCPF;01/09/2022;5;0,054;R
ES0000000000005844CCPF;01/09/2022;6;0,056;R
ES0000000000005844CCPF;01/09/2022;7;0,133;R
ES0000000000005844CCPF;01/09/2022;8;0,113;R
ES0000000000005844CCPF;01/09/2022;9;0,052;R
ES0000000000005844CCPF;01/09/2022;10;0,081;R
ES0000000000005844CCPF;01/09/2022;11;0,082;R
ES0000000000005844CCPF;01/09/2022;12;0,07;R
ES0000000000005844CCPF;01/09/2022;13;0,053;R
ES0000000000005844CCPF;01/09/2022;14;0,054;R
ES0000000000005844CCPF;01/09/2022;15;0,071;R
ES0000000000005844CCPF;01/09/2022;16;0,078;R
ES0000000000005844CCPF;01/09/2022;17;0,078;R
ES0000000000005844CCPF;01/09/2022;18;0,055;R
ES0000000000005844CCPF;01/09/2022;19;0,053;R
ES0000000000005844CCPF;01/09/2022;20;0,059;R
ES0000000000005844CCPF;01/09/2022;21;0,079;R
ES0000000000005844CCPF;01/09/2022;22;0,076;R
ES0000000000005844CCPF;01/09/2022;23;0,069;R
ES0000000000005844CCPF;02/09/2022;0;0,052;R
ES0000000000005844CCPF;02/09/2022;1;0,053;R
ES0000000000005844CCPF;02/09/2022;2;0,074;R
ES0000000000005844CCPF;02/09/2022;3;0,08;R
ES0000000000005844CCPF;02/09/2022;4;0,076;R
ES0000000000005844CCPF;02/09/2022;5;0,052;R
ES0000000000005844CCPF;02/09/2022;6;0,051;R
ES0000000000005844CCPF;02/09/2022;7;0,071;R
ES0000000000005844CCPF;02/09/2022;8;0,079;R
ES0000000000005844CCPF;02/09/2022;9;0,046;R
ES0000000000005844CCPF;02/09/2022;10;0,067;R
ES0000000000005844CCPF;02/09/2022;11;0,081;R
ES0000000000005844CCPF;02/09/2022;12;0,079;R
ES0000000000005844CCPF;02/09/2022;13;0,05;R
ES0000000000005844CCPF;02/09/2022;14;0,051;R
ES0000000000005844CCPF;02/09/2022;15;0,066;R
ES0000000000005844CCPF;02/09/2022;16;0,08;R
ES0000000000005844CCPF;02/09/2022;17;0,079;R
ES0000000000005844CCPF;02/09/2022;18;0,05;R
ES0000000000005844CCPF;02/09/2022;19;0,05;R
ES0000000000005844CCPF;02/09/2022;20;0,071;R
ES0000000000005844CCPF;02/09/2022;21;0,081;R
ES0000000000005844CCPF;02/09/2022;22;0,07;R
ES0000000000005844CCPF;02/09/2022;23;0,116;R
ES0000000000005844CCPF;03/09/2022;0;0,11;R
ES0000000000005844CCPF;03/09/2022;1;0,064;R
ES0000000000005844CCPF;03/09/2022;2;0,048;R
ES0000000000005844CCPF;03/09/2022;3;0,071;R
ES0000000000005844CCPF;03/09/2022;4;0,089;R
ES0000000000005844CCPF;03/09/2022;5;0,063;R
ES0000000000005844CCPF;03/09/2022;6;0,047;R
ES0000000000005844CCPF;03/09/2022;7;0,074;R
ES0000000000005844CCPF;03/09/2022;8;0,092;R
ES0000000000005844CCPF;03/09/2022;9;0,051;R
ES0000000000005844CCPF;03/09/2022;10;0,047;R
ES0000000000005844CCPF;03/09/2022;11;0,059;R
ES0000000000005844CCPF;03/09/2022;12;0,094;R
ES0000000000005844CCPF;03/09/2022;13;0,073;R
ES0000000000005844CCPF;03/09/2022;14;0,041;R
ES0000000000005844CCPF;03/09/2022;15;0,075;R
ES0000000000005844CCPF;03/09/2022;16;0,091;R
ES0000000000005844CCPF;03/09/2022;17;0,04;R
ES0000000000005844CCPF;03/09/2022;18;0,059;R
ES0000000000005844CCPF;03/09/2022;19;0,093;R
ES0000000000005844CCPF;03/09/2022;20;0,056;R
ES0000000000005844CCPF;03/09/2022;21;0,042;R
ES0000000000005844CCPF;03/09/2022;22;0,089;R
ES0000000000005844CCPF;03/09/2022;23;0,074;R
ES0000000000005844CCPF;04/09/2022;0;0,04;R
ES0000000000005844CCPF;04/09/2022;1;0,075;R
ES0000000000005844CCPF;04/09/2022;2;0,09;R
ES0000000000005844CCPF;04/09/2022;3;0,04;R
ES0000000000005844CCPF;04/09/2022;4;0,065;R
ES0000000000005844CCPF;04/09/2022;5;0,093;R
ES0000000000005844CCPF;04/09/2022;6;0,047;R
ES0000000000005844CCPF;04/09/2022;7;0,053;R
ES0000000000005844CCPF;04/09/2022;8;0,09;R
ES0000000000005844CCPF;04/09/2022;9;0,06;R
ES0000000000005844CCPF;04/09/2022;10;0,039;R
ES0000000000005844CCPF;04/09/2022;11;0,09;R
ES0000000000005844CCPF;04/09/2022;12;0,074;R
ES0000000000005844CCPF;04/09/2022;13;0,039;R
ES0000000000005844CCPF;04/09/2022;14;0,127;R
ES0000000000005844CCPF;04/09/2022;15;0,109;R
ES0000000000005844CCPF;04/09/2022;16;0,06;R
ES0000000000005844CCPF;04/09/2022;17;0,095;R
ES0000000000005844CCPF;04/09/2022;18;0,046;R
ES0000000000005844CCPF;04/09/2022;19;0,055;R
ES0000000000005844CCPF;04/09/2022;20;0,091;R
ES0000000000005844CCPF;04/09/2022;21;0,056;R
ES0000000000005844CCPF;04/09/2022;22;0,038;R
ES0000000000005844CCPF;04/09/2022;23;0,089;R
ES0000000000005844CCPF;05/09/2022;0;0,072;R
ES0000000000005844CCPF;05/09/2022;1;0,038;R
ES0000000000005844CCPF;05/09/2022;2;0,057;R
ES0000000000005844CCPF;05/09/2022;3;0,092;R
ES0000000000005844CCPF;05/09/2022;4;0,063;R
ES0000000000005844CCPF;05/09/2022;5;0,039;R
ES0000000000005844CCPF;05/09/2022;6;0,086;R
ES0000000000005844CCPF;05/09/2022;7;0,076;R
ES0000000000005844CCPF;05/09/2022;8;0,039;R
ES0000000000005844CCPF;05/09/2022;9;0,067;R
ES0000000000005844CCPF;05/09/2022;10;0,088;R
ES0000000000005844CCPF;05/09/2022;11;0,043;R
ES0000000000005844CCPF;05/09/2022;12;0,05;R
ES0000000000005844CCPF;05/09/2022;13;0,087;R
ES0000000000005844CCPF;05/09/2022;14;0,062;R
ES0000000000005844CCPF;05/09/2022;15;0,038;R
ES0000000000005844CCPF;05/09/2022;16;0,079;R
ES0000000000005844CCPF;05/09/2022;17;0,08;R
ES0000000000005844CCPF;05/09/2022;18;0,038;R
ES0000000000005844CCPF;05/09/2022;19;0,061;R
ES0000000000005844CCPF;05/09/2022;20;0,085;R
ES0000000000005844CCPF;05/09/2022;21;0,052;R
ES0000000000005844CCPF;05/09/2022;22;0,041;R
ES0000000000005844CCPF;05/09/2022;23;0,083;R
ES0000000000005844CCPF;06/09/2022;0;0,072;R
ES0000000000005844CCPF;06/09/2022;1;0,038;R
ES0000000000005844CCPF;06/09/2022;2;0,071;R
ES0000000000005844CCPF;06/09/2022;3;0,089;R
ES0000000000005844CCPF;06/09/2022;4;0,038;R
ES0000000000005844CCPF;06/09/2022;5;0,113;R
ES0000000000005844CCPF;06/09/2022;6;0,125;R
ES0000000000005844CCPF;06/09/2022;7;0,046;R
ES0000000000005844CCPF;06/09/2022;8;0,09;R
ES0000000000005844CCPF;06/09/2022;9;0,062;R
ES0000000000005844CCPF;06/09/2022;10;0,038;R
ES0000000000005844CCPF;06/09/2022;11;0,082;R
ES0000000000005844CCPF;06/09/2022;12;0,078;R
ES0000000000005844CCPF;06/09/2022;13;0,038;R
ES0000000000005844CCPF;06/09/2022;14;0,061;R
ES0000000000005844CCPF;06/09/2022;15;0,086;R
ES0000000000005844CCPF;06/09/2022;16;0,049;R
ES0000000000005844CCPF;06/09/2022;17;0,043;R
ES0000000000005844CCPF;06/09/2022;18;0,084;R
ES0000000000005844CCPF;06/09/2022;19;0,07;R
ES0000000000005844CCPF;06/09/2022;20;0,037;R
ES0000000000005844CCPF;06/09/2022;21;0,071;R
ES0000000000005844CCPF;06/09/2022;22;0,083;R
ES0000000000005844CCPF;06/09/2022;23;0,042;R
ES0000000000005844CCPF;07/09/2022;0;0,052;R
ES0000000000005844CCPF;07/09/2022;1;0,086;R
ES0000000000005844CCPF;07/09/2022;2;0,058;R
ES0000000000005844CCPF;07/09/2022;3;0,037;R
ES0000000000005844CCPF;07/09/2022;4;0,084;R
ES0000000000005844CCPF;07/09/2022;5;0,075;R
ES0000000000005844CCPF;07/09/2022;6;0,037;R
ES0000000000005844CCPF;07/09/2022;7;0,066;R
ES0000000000005844CCPF;07/09/2022;8;0,086;R
ES0000000000005844CCPF;07/09/2022;9;0,045;R
ES0000000000005844CCPF;07/09/2022;10;0,046;R
ES0000000000005844CCPF;07/09/2022;11;0,083;R
ES0000000000005844CCPF;07/09/2022;12;0,067;R
ES0000000000005844CCPF;07/09/2022;13;0,037;R
ES0000000000005844CCPF;07/09/2022;14;0,072;R
ES0000000000005844CCPF;07/09/2022;15;0,083;R
ES0000000000005844CCPF;07/09/2022;16;0,039;R
ES0000000000005844CCPF;07/09/2022;17;0,053;R
ES0000000000005844CCPF;07/09/2022;18;0,085;R
ES0000000000005844CCPF;07/09/2022;19;0,057;R
ES0000000000005844CCPF;07/09/2022;20;0,111;R
ES0000000000005844CCPF;07/09/2022;21;0,125;R
ES0000000000005844CCPF;07/09/2022;22;0,036;R
ES0000000000005844CCPF;07/09/2022;23;0,071;R
ES0000000000005844CCPF;08/09/2022;0;0,087;R
ES0000000000005844CCPF;08/09/2022;1;0,041;R
ES0000000000005844CCPF;08/09/2022;2;0,054;R
ES0000000000005844CCPF;08/09/2022;3;0,085;R
ES0000000000005844CCPF;08/09/2022;4;0,06;R
ES0000000000005844CCPF;08/09/2022;5;0,038;R
ES0000000000005844CCPF;08/09/2022;6;0,079;R
ES0000000000005844CCPF;08/09/2022;7;0,08;R
ES0000000000005844CCPF;08/09/2022;8;0,037;R
ES0000000000005844CCPF;08/09/2022;9;0,057;R
ES0000000000005844CCPF;08/09/2022;10;0,084;R
ES0000000000005844CCPF;08/09/2022;11;0,054;R
