CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0000000000006517CCPF;01/09/22;1;0,217;R
ES0000000000006517CCPF;01/09/22;2;0,268;R
ES0000000000006517CCPF;01/09/22;3;0,122;R
ES0000000000006517CCPF;01/09/22;4;0,053;R
ES0000000000006517CCPF;01/09/22;5;0,072;R
ES0000000000006517CCPF;01/09/22;6;0,065;R
ES0000000000006517CCPF;01/09/22;7;0,058;R
ES0000000000006517CCPF;01/09/22;8;0,079;R
ES0000000000006517CCPF;01/09/22;9;0,043;R
ES0000000000006517CCPF;01/09/22;10;0,128;R
ES0000000000006517CCPF;01/09/22;11;0,164;R
ES0000000000006517CCPF;01/09/22;12;0,292;R
ES0000000000006517CCPF;01/09/22;13;0,739;R
ES0000000000006517CCPF;01/09/22;14;0,078;R
ES0000000000006517CCPF;01/09/22;15;0,887;R
ES0000000000006517CCPF;01/09/22;16;0,695;R
ES0000000000006517CCPF;01/09/22;17;0,197;R
ES0000000000006517CCPF;01/09/22;18;0,135;R
ES0000000000006517CCPF;01/09/22;19;0,135;R
ES0000000000006517CCPF;01/09/22;20;0,118;R
ES0000000000006517CCPF;01/09/22;21;0,117;R
ES0000000000006517CCPF;01/09/22;22;0,039;R
ES0000000000006517CCPF;01/09/22;23;0,104;R
ES0000000000006517CCPF;02/09/22;0;0,047;R
ES0000000000006517CCPF;02/09/22;1;0,099;R
ES0000000000006517CCPF;02/09/22;2;0,061;R
ES0000000000006517CCPF;02/09/22;3;0,157;R
ES0000000000006517CCPF;02/09/22;4;0,043;R
ES0000000000006517CCPF;02/09/22;5;0,1;R
ES0000000000006517CCPF;02/09/22;6;0,044;R
ES0000000000006517CCPF;02/09/22;7;0,106;R
ES0000000000006517CCPF;02/09/22;8;0,112;R
ES0000000000006517CCPF;02/09/22;9;0,099;R
ES0000000000006517CCPF;02/09/22;10;0,034;R
ES0000000000006517CCPF;02/09/22;11;0,371;R
ES0000000000006517CCPF;02/09/22;12;0,129;R
ES0000000000006517CCPF;02/09/22;13;0,178;R
ES0000000000006517CCPF;02/09/22;14;0,074;R
ES0000000000006517CCPF;02/09/22;15;0,106;R
ES0000000000006517CCPF;02/09/22;16;0,05;R
ES0000000000006517CCPF;02/09/22;17;0,339;R
ES0000000000006517CCPF;02/09/22;18;0,105;R
ES0000000000006517CCPF;02/09/22;19;0,201;R
ES0000000000006517CCPF;02/09/22;20;0,121;R
ES0000000000006517CCPF;02/09/22;21;0,083;R
ES0000000000006517CCPF;02/09/22;22;0,093;R
ES0000000000006517CCPF;02/09/22;23;0,114;R
ES0000000000006517CCPF;03/09/22;0;0,088;R
ES0000000000006517CCPF;03/09/22;1;0,065;R
ES0000000000006517CCPF;03/09/22;2;0,072;R
ES0000000000006517CCPF;03/09/22;3;0,11;R
ES0000000000006517CCPF;03/09/22;4;0,093;R
ES0000000000006517CCPF;03/09/22;5;0,068;R
ES0000000000006517CCPF;03/09/22;6;0,068;R
ES0000000000006517CCPF;03/09/22;7;0,073;R
ES0000000000006517CCPF;03/09/22;8;0,058;R
ES0000000000006517CCPF;03/09/22;9;0,081;R
ES0000000000006517CCPF;03/09/22;10;0,047;R
ES0000000000006517CCPF;03/09/22;11;0,257;R
ES0000000000006517CCPF;03/09/22;12;0,115;R
ES0000000000006517CCPF;03/09/22;13;0,525;R
ES0000000000006517CCPF;03/09/22;14;0,215;R
ES0000000000006517CCPF;03/09/22;15;0,095;R
ES0000000000006517CCPF;03/09/22;16;0,189;R
ES0000000000006517CCPF;03/09/22;17;0,035;R
ES0000000000006517CCPF;03/09/22;18;0,112;R
ES0000000000006517CCPF;03/09/22;19;0,053;R
ES0000000000006517CCPF;03/09/22;20;0,104;R
ES0000000000006517CCPF;03/09/22;21;0,06;R
ES0000000000006517CCPF;03/09/22;22;0,165;R
ES0000000000006517CCPF;03/09/22;23;0,118;R
ES0000000000006517CCPF;04/09/22;0;0,097;R
ES0000000000006517CCPF;04/09/22;1;0,082;R
ES0000000000006517CCPF;04/09/22;2;0,091;R
ES0000000000006517CCPF;04/09/22;3;0,093;R
ES0000000000006517CCPF;04/09/22;4;0,124;R
ES0000000000006517CCPF;04/09/22;5;0,089;R
ES0000000000006517CCPF;04/09/22;6;0,048;R
ES0000000000006517CCPF;04/09/22;7;0,077;R
ES0000000000006517CCPF;04/09/22;8;0,058;R
ES0000000000006517CCPF;04/09/22;9;0,074;R
ES0000000000006517CCPF;04/09/22;10;0,218;R
ES0000000000006517CCPF;04/09/22;11;0,07;R
ES0000000000006517CCPF;04/09/22;12;0,122;R
ES0000000000006517CCPF;04/09/22;13;0,065;R
ES0000000000006517CCPF;04/09/22;14;0,066;R
ES0000000000006517CCPF;04/09/22;15;0,063;R
ES0000000000006517CCPF;04/09/22;16;0,08;R
ES0000000000006517CCPF;04/09/22;17;0,066;R
ES0000000000006517CCPF;04/09/22;18;0,1;R
ES0000000000006517CCPF;04/09/22;19;0,139;R
ES0000000000006517CCPF;04/09/22;20;0,119;R
ES0000000000006517CCPF;04/09/22;21;0,119;R
ES0000000000006517CCPF;04/09/22;22;0,136;R
ES0000000000006517CCPF;04/09/22;23;0,188;R
ES0000000000006517CCPF;05/09/22;0;0,15;R
ES0000000000006517CCPF;05/09/22;1;0,19;R
ES0000000000006517CCPF;05/09/22;2;0,048;R
ES0000000000006517CCPF;05/09/22;3;0,094;R
ES0000000000006517CCPF;05/09/22;4;0,046;R
ES0000000000006517CCPF;05/09/22;5;0,087;R
ES0000000000006517CCPF;05/09/22;6;0,048;R
ES0000000000006517CCPF;05/09/22;7;0,08;R
ES0000000000006517CCPF;05/09/22;8;0,053;R
ES0000000000006517CCPF;05/09/22;9;0,12;R
ES0000000000006517CCPF;05/09/22;10;0,242;R
ES0000000000006517CCPF;05/09/22;11;0,087;R
ES0000000000006517CCPF;05/09/22;12;0,099;R
ES0000000000006517CCPF;05/09/22;13;0,059;R
ES0000000000006517CCPF;05/09/22;14;0,158;R
ES0000000000006517CCPF;05/09/22;15;0,902;R
ES0000000000006517CCPF;05/09/22;16;0,298;R
ES0000000000006517CCPF;05/09/22;17;0,092;R
ES0000000000006517CCPF;05/09/22;18;0,282;R
ES0000000000006517CCPF;05/09/22;19;0,108;R
ES0000000000006517CCPF;05/09/22;20;0,141;R
ES0000000000006517CCPF;05/09/22;21;0,081;R
ES0000000000006517CCPF;05/09/22;22;0,183;R
ES0000000000006517CCPF;05/09/22;23;0,78;R
ES0000000000006517CCPF;06/09/22;0;1,017;R
ES0000000000006517CCPF;06/09/22;1;0,455;R
ES0000000000006517CCPF;06/09/22;2;0,427;R
ES0000000000006517CCPF;06/09/22;3;0,059;R
ES0000000000006517CCPF;06/09/22;4;0,087;R
ES0000000000006517CCPF;06/09/22;5;0,068;R
ES0000000000006517CCPF;06/09/22;6;0,105;R
ES0000000000006517CCPF;06/09/22;7;0,042;R
ES0000000000006517CCPF;06/09/22;8;0,089;R
ES0000000000006517CCPF;06/09/22;9;0,041;R
ES0000000000006517CCPF;06/09/22;10;0,094;R
ES0000000000006517CCPF;06/09/22;11;0,234;R
ES0000000000006517CCPF;06/09/22;12;0,253;R
ES0000000000006517CCPF;06/09/22;13;0,223;R
ES0000000000006517CCPF;06/09/22;14;0,227;R
ES0000000000006517CCPF;06/09/22;15;1,004;R
ES0000000000006517CCPF;06/09/22;16;0,39;R
ES0000000000006517CCPF;06/09/22;17;0,164;R
ES0000000000006517CCPF;06/09/22;18;0,387;R
ES0000000000006517CCPF;06/09/22;19;0,19;R
ES0000000000006517CCPF;06/09/22;20;0,118;R
ES0000000000006517CCPF;06/09/22;21;0,091;R
ES0000000000006517CCPF;06/09/22;22;0,339;R
ES0000000000006517CCPF;06/09/22;23;0,256;R
ES0000000000006517CCPF;07/09/22;0;0,07;R
ES0000000000006517CCPF;07/09/22;1;0,11;R
ES0000000000006517CCPF;07/09/22;2;0,039;R
ES0000000000006517CCPF;07/09/22;3;0,098;R
ES0000000000006517CCPF;07/09/22;4;0,057;R
ES0000000000006517CCPF;07/09/22;5;0,085;R
ES0000000000006517CCPF;07/09/22;6;0,056;R
ES0000000000006517CCPF;07/09/22;7;0,126;R
ES0000000000006517CCPF;07/09/22;8;0,086;R
ES0000000000006517CCPF;07/09/22;9;0,208;R
ES0000000000006517CCPF;07/09/22;10;0,106;R
ES0000000000006517CCPF;07/09/22;11;0,113;R
ES0000000000006517CCPF;07/09/22;12;0,126;R
ES0000000000006517CCPF;07/09/22;13;0,114;R
ES0000000000006517CCPF;07/09/22;14;0,098;R
ES0000000000006517CCPF;07/09/22;15;0,509;R
ES0000000000006517CCPF;07/09/22;16;1,052;R
ES0000000000006517CCPF;07/09/22;17;0,094;R
ES0000000000006517CCPF;07/09/22;18;0,195;R
ES0000000000006517CCPF;07/09/22;19;0,1;R
ES0000000000006517CCPF;07/09/22;20;0,063;R
ES0000000000006517CCPF;07/09/22;21;0,195;R
ES0000000000006517CCPF;07/09/22;22;0,257;R
ES0000000000006517CCPF;07/09/22;23;0,952;R
ES0000000000006517CCPF;08/09/22;0;0,255;R
ES0000000000006517CCPF;08/09/22;1;0,139;R
ES0000000000006517CCPF;08/09/22;2;0,045;R
ES0000000000006517CCPF;08/09/22;3;0,102;R
ES0000000000006517CCPF;08/09/22;4;0,043;R
ES0000000000006517CCPF;08/09/22;5;0,092;R
ES0000000000006517CCPF;08/09/22;6;0,062;R
ES0000000000006517CCPF;08/09/22;7;0,068;R
ES0000000000006517CCPF;08/09/22;8;0,081;R
ES0000000000006517CCPF;08/09/22;9;0,047;R
ES0000000000006517CCPF;08/09/22;10;0,096;R
ES0000000000006517CCPF;08/09/22;11;0,207;R
ES0000000000006517CCPF;08/09/22;12;0,182;R
ES0000000000006517CCPF;08/09/22;13;0,12;R
ES0000000000006517CCPF;08/09/22;14;0,081;R
ES0000000000006517CCPF;08/09/22;15;0,546;R
ES0000000000006517CCPF;08/09/22;16;0,098;R
ES0000000000006517CCPF;08/09/22;17;0,285;R
ES0000000000006517CCPF;08/09/22;18;0,103;R
ES0000000000006517CCPF;08/09/22;19;0,154;R
ES0000000000006517CCPF;08/09/22;20;0,058;R
ES0000000000006517CCPF;08/09/22;21;0,086;R
ES0000000000006517CCPF;08/09/22;22;0,06;R
ES0000000000006517CCPF;08/09/22;23;0,085;R
ES0000000000006517CCPF;09/09/22;0;0,059;R
ES0000000000006517CCPF;09/09/22;1;0,09;R
ES0000000000006517CCPF;09/09/22;2;0,053;R
ES0000000000006517CCPF;09/09/22;3;0,161;R
ES0000000000006517CCPF;09/09/22;4;0,148;R
ES0000000000006517CCPF;09/09/22;5;0,098;R
ES0000000000006517CCPF;09/09/22;6;0,049;R
ES0000000000006517CCPF;09/09/22;7;0,1;R
ES0000000000006517CCPF;09/09/22;8;0,047;R
ES0000000000006517CCPF;09/09/22;9;0,1;R
ES0000000000006517CCPF;09/09/22;10;0,043;R
ES0000000000006517CCPF;09/09/22;11;0,307;R
ES0000000000006517CCPF;09/09/22;12;0,136;R
ES0000000000006517CCPF;09/09/22;13;0,286;R
ES0000000000006517CCPF;09/09/22;14;0,287;R
ES0000000000006517CCPF;09/09/22;15;0,716;R
ES0000000000006517CCPF;09/09/22;16;0,091;R
ES0000000000006517CCPF;09/09/22;17;0,102;R
